h-emq-u0m0s0	전자기적 상호작용 > 전기장과 전위 > 전하와 전기장	쿨롱 법칙 계산 | 정전기 유도 현상 분석 | 전기장 세기·방향 계산 | 전기력선 해석
h-emq-u0m0s1	전자기적 상호작용 > 전기장과 전위 > 전위와 축전기	전위·전기 퍼텐셜 에너지 계산 | 등전위면 해석 | 축전기 전기 용량 계산 | 유전체 삽입 효과 분석 | 축전기 저장 에너지 계산
h-emq-u0m1s0	전자기적 상호작용 > 전류와 자기장 > 전류에 의한 자기장	직선·원형·솔레노이드 전류의 자기장 계산 | 오른손 법칙 적용 | 자기장 방향 판단
h-emq-u0m1s1	전자기적 상호작용 > 전류와 자기장 > 자기력과 물질의 자성	전류가 받는 자기력 계산 | 자기장 속 전하의 운동 분석 | 강자성·상자성·반자성 구분 | 자성체의 이용 이해
h-emq-u0m2s0	전자기적 상호작용 > 전자기 유도 > 전자기 유도와 활용	패러데이 법칙 계산 | 렌츠 법칙으로 유도 전류 방향 판단 | 자기 선속 변화 분석 | 발전기·변압기 원리 이해 | 교류의 발생과 특성 분석
h-emq-u1m0s0	빛과 정보 통신 > 빛의 성질 > 전자기파와 빛의 간섭·회절	전자기파의 종류와 특성 이해 | 빛의 간섭무늬 분석 | 이중 슬릿 간섭 계산 | 빛의 회절 현상 해석 | 편광 원리 이해
h-emq-u1m1s0	빛과 정보 통신 > 빛과 정보 통신 기술 > 렌즈와 광학 기기	볼록·오목 렌즈의 상 작도 | 렌즈 방정식 계산 | 광학 기기의 원리 이해
h-emq-u1m1s1	빛과 정보 통신 > 빛과 정보 통신 기술 > 광통신과 정보 전달	전반사와 광섬유 원리 분석 | 임계각 계산 | 전자기파를 이용한 정보 통신 이해 | 안테나와 신호 변환 분석
h-emq-u2m0s0	양자와 미시세계 > 빛과 물질의 이중성 > 광전 효과와 빛의 입자성	광전 효과 그래프 해석 | 광자 에너지 계산 | 문턱 진동수·일함수 분석 | 정지 전압 계산
h-emq-u2m0s1	양자와 미시세계 > 빛과 물질의 이중성 > 물질파와 이중성	드브로이 물질파 파장 계산 | 물질의 파동성 실험 해석 | 전자 현미경 원리 이해 | 불확정성 원리 이해
h-emq-u2m1s0	양자와 미시세계 > 원자와 스펙트럼 > 원자 모형과 에너지 준위	보어 원자 모형 이해 | 에너지 준위와 전자 전이 분석 | 선 스펙트럼 해석 | 방출·흡수 스펙트럼 계산
h-emq-u2m2s0	양자와 미시세계 > 반도체와 고체 > 에너지띠와 반도체	에너지띠 구조로 도체·부도체·반도체 구분 | p형·n형 반도체 분석 | p-n 접합 다이오드 원리 이해 | 다이오드 정류 작용 분석 | 트랜지스터 증폭·스위칭 원리 이해 | 발광·태양전지 소자 원리 이해
