e1-1-u0m0s0	9까지의 수 > 9까지의 수 > 1, 2, 3, 4, 5 알아보기	1부터 5까지의 수 알아보기 | 1부터 5까지의 수만큼 나타내기 | 1부터 5까지의 수 쓰기 | 1부터 5까지의 수를 세기
e1-1-u0m0s1	9까지의 수 > 9까지의 수 > 6, 7, 8, 9 알아보기	6부터 9까지의 수 알아보기 | 6부터 9까지의 수만큼 나타내기 | 6부터 9까지의 수 쓰기 | 6부터 9까지의 수를 세기 | 수를 이용하여 이야기 하기
e1-1-u0m0s2	9까지의 수 > 9까지의 수 > 수로 순서를 나타내기	몇째 알아보기 | 순서를 수로 나타내기 | 기준을 넣어 순서 알아보기 | 수와 순서 비교하기
e1-1-u0m0s3	9까지의 수 > 9까지의 수 > 수의 순서 알아보기	수의 순서 알아보기 | 수의 순서를 거꾸로 하여 알아보기 | 몇째에 놓인 수 카드의 수 구하기 | 순서 사이에 있는 물건 알아보기
e1-1-u0m0s4	9까지의 수 > 9까지의 수 > 1만큼 더 큰 수와 1만큼 더 작은 수	1만큼 더 큰 수 알아보기 | 1만큼 더 작은 수 알아보기 | 1만큼 더 큰 수와 1만큼 더 작은 수 알아보기
e1-1-u0m0s5	9까지의 수 > 9까지의 수 > 0 알아보기	아무 것도 없는 것을 나타내는 수 알아보기 | 아무 것도 없는 것을 수로 쓰기 | 아무 것도 없는 것을 세기
e1-1-u0m0s6	9까지의 수 > 9까지의 수 > 수의 크기 비교하기	많습니다, 적습니다 | 큽니다, 작습니다 | 수를 세어 두 수를 비교하기 | 수의 순서를 이용하여 두 수를 비교하기 | 가장 큰 수와 가장 작은 수 찾기 | 크기 비교 실생활 문제 해결하기
e1-1-u0m0s7	9까지의 수 > 9까지의 수 > 9까지 수의 활용	□ 안에 알맞은 수 구하기 | 조건을 만족하는 수 구하기
e1-1-u1m0s0	여러 가지 모양 > 여러 가지 모양 > 여러 가지 모양 찾기(1)	상자 모양 찾기 | 둥근 기둥 모양 찾기 | 공 모양 찾기 | 물건을 보고 모양 찾기
e1-1-u1m0s1	여러 가지 모양 > 여러 가지 모양 > 여러 가지 모양 찾기(2)	같은 모양끼리 모으기 | 모양의 이름 정하기
e1-1-u1m0s2	여러 가지 모양 > 여러 가지 모양 > 여러 가지 모양 알아보기	여러 가지 모양 알아보기 | 여러 가지 모양 굴려 보고 쌓아 보기 | 일부분만 보고 모양 알아맞히기 | 위, 앞, 옆에서 본 모양 알아보기 | 기준에 따라 모양 나누기 | 모양끼리의 같은 점, 다른 점 찾기
e1-1-u1m0s3	여러 가지 모양 > 여러 가지 모양 > 여러 가지 모양 만들기	여러 가지 모양 만들기 | 이용한 모양의 개수 구하기 | 주어진 모양으로 모양 만들기 | 순서에 맞는 모양 찾기
e1-1-u2m0s0	덧셈과 뺄셈 > 덧셈과 뺄셈 > 모으기와 가르기	구체물을 이용하여 수를 모으기 | 구체물을 이용하여 수를 가르기 | 9까지의 수 모으기 | 9까지의 수 가르기 | 모으기와 가르기의 실생활 문제 해결하기
e1-1-u2m0s1	덧셈과 뺄셈 > 덧셈과 뺄셈 > 모으기와 가르기 활용	수를 여러 번 모으기와 가르기 | 모으기를 하여 ■가 되는 두 수 구하기 | 조건에 맞게 가르기
e1-1-u2m0s2	덧셈과 뺄셈 > 덧셈과 뺄셈 > 그림을 보고 이야기하기	그림을 보고 덧셈 이야기하기 | 그림을 보고 뺄셈 이야기하기
e1-1-u2m0s3	덧셈과 뺄셈 > 덧셈과 뺄셈 > 덧셈 알아보기	덧셈식 쓰고 읽기 | 덧셈 상황을 보고 덧셈식으로 쓰고 읽기
e1-1-u2m0s4	덧셈과 뺄셈 > 덧셈과 뺄셈 > 덧셈하기	그림을 그리거나, 그림을 보고 덧셈하기 | 모으기를 이용하여 덧셈하기 | 덧셈하기 | 순서를 바꾸어 덧셈하기 | 덧셈을 하며 규칙 발견하기 | 덧셈의 실생활 문제 해결하기
e1-1-u2m0s5	덧셈과 뺄셈 > 덧셈과 뺄셈 > 뺄셈 알아보기	뺄셈식 쓰고 읽기 | 뺄셈 상황을 보고 뺄셈식으로 쓰고 읽기
e1-1-u2m0s6	덧셈과 뺄셈 > 덧셈과 뺄셈 > 뺄셈하기	그림을 그리거나, 그림을 보고 뺄셈하기 | 가르기를 이용하여 뺄셈하기 | 뺄셈하기 | 뺄셈을 하며 규칙 발견하기 | 뺄셈의 실생활 문제 해결하기
e1-1-u2m0s7	덧셈과 뺄셈 > 덧셈과 뺄셈 > 0을 더하거나 빼기	0이 있는 덧셈하기 | 0이 있는 덧셈의 실생활 문제 해결하기 | 0이 있는 뺄셈하기 | 0이 있는 뺄셈의 실생활 문제 해결하기
e1-1-u2m0s8	덧셈과 뺄셈 > 덧셈과 뺄셈 > 덧셈과 뺄셈	덧셈식 만들기 | 뺄셈식 만들기 | 세 수로 덧셈식과 뺄셈식 만들기
