h-bio-u0m0s0	생명 시스템의 구성 > 생물과 생명과학 > 생명 현상의 특성	생물의 특성 사례 구분 | 생물과 무생물 구분 | 바이러스의 특성 분석
h-bio-u0m0s1	생명 시스템의 구성 > 생물과 생명과학 > 생명과학의 탐구 방법	귀납적·연역적 탐구 구분 | 대조 실험 설계 분석 | 변인 통제 파악 | 탐구 결과 해석
h-bio-u0m1s0	생명 시스템의 구성 > 세포와 물질대사 > 세포의 구조와 기능	세포 소기관의 기능 구분 | 원핵세포와 진핵세포 비교 | 세포막의 물질 이동 분석
h-bio-u0m1s1	생명 시스템의 구성 > 세포와 물질대사 > 물질대사와 효소	동화 작용과 이화 작용 구분 | 효소의 작용 원리 분석 | 효소 반응 속도 그래프 해석 | 물질대사와 에너지(ATP) 관계 설명
h-bio-u0m2s0	생명 시스템의 구성 > 생명 시스템과 에너지 > 기관계의 통합적 작용	소화·순환·호흡·배설계 통합 작용 분석 | 세포 호흡과 에너지 전환 설명 | 노폐물 생성과 배설 경로 분석 | 물질대사 관련 질환 분석
h-bio-u0m3s0	생명 시스템의 구성 > 생태계의 구성과 기능 > 개체군과 군집	개체군의 생장 곡선 해석 | 개체군 간 상호 작용 구분 | 군집의 구조와 천이 분석 | 방형구법 자료 해석
h-bio-u0m3s1	생명 시스템의 구성 > 생태계의 구성과 기능 > 에너지 흐름과 물질 순환	먹이 사슬과 생태 피라미드 분석 | 에너지 흐름 분석 | 탄소·질소 순환 분석 | 생태계 평형 유지 원리 설명
h-bio-u1m0s0	항상성과 몸의 조절 > 자극의 전달과 신경계 > 뉴런과 흥분 전도	뉴런의 구조와 종류 구분 | 흥분 전도와 전달 과정 분석 | 막전위 변화 그래프 해석 | 흥분 전도 속도 계산
h-bio-u1m0s1	항상성과 몸의 조절 > 자극의 전달과 신경계 > 신경계	중추 신경계 구조와 기능 분석 | 말초 신경계(자율 신경) 구분 | 근육 수축 원리(활주설) 분석
h-bio-u1m1s0	항상성과 몸의 조절 > 항상성 유지 > 호르몬과 항상성	내분비샘과 호르몬 종류 구분 | 혈당량 조절 과정 분석 | 체온·삼투압 조절 분석 | 길항 작용 해석 | 항상성 조절 자료 해석
h-bio-u1m2s0	항상성과 몸의 조절 > 방어 작용 > 질병과 면역	병원체의 종류와 질병 구분 | 비특이적·특이적 방어 작용 구분 | 항원 항체 반응 분석 | 백신과 면역 획득 원리 설명 | 혈액형과 응집 반응 분석
h-bio-u2m0s0	생명의 연속성과 다양성 > 세포 분열과 생식 > 세포 분열	세포 주기 분석 | 체세포 분열 과정 분석 | 감수 분열 과정 분석 | 체세포 분열과 감수 분열 비교 | DNA양 변화 그래프 해석
h-bio-u2m1s0	생명의 연속성과 다양성 > 유전 > 사람의 유전	멘델 유전 원리 적용 | 상염색체·성염색체 유전 구분 | 가계도 분석 | 유전자형·표현형 확률 계산 | 사람의 유전병 종류 구분
h-bio-u2m2s0	생명의 연속성과 다양성 > 진화와 생물다양성 > 진화의 원리	변이의 원인 분석 | 자연 선택 과정 설명 | 하디-바인베르크 유전자풀 계산 | 종 분화 과정 분석
h-bio-u2m2s1	생명의 연속성과 다양성 > 진화와 생물다양성 > 생물의 다양성	생물 다양성의 3가지 수준 구분 | 생물의 분류 체계 분석 | 생물 다양성 감소 원인 분석 | 생물 다양성 보전 방안 설명
