h-mateng-u0m0s0	Ⅰ. 물질의 세 가지 상태 > 1. 기체 > 기체의 압력과 기체 법칙	기체의 압력 개념 이해 | 보일 법칙 계산 | 샤를 법칙 계산 | 보일-샤를 법칙 종합 계산 | 기체 법칙 그래프 해석
h-mateng-u0m0s1	Ⅰ. 물질의 세 가지 상태 > 1. 기체 > 이상 기체 상태 방정식	이상 기체 상태 방정식 계산 | 기체의 분자량 결정 | 기체의 밀도 계산 | PV 자료 그래프 해석
h-mateng-u0m0s2	Ⅰ. 물질의 세 가지 상태 > 1. 기체 > 실제 기체와 부분 압력	돌턴의 부분 압력 법칙 계산 | 기체의 부분 압력과 몰분율 계산 | 실제 기체와 이상 기체 비교 | 실제 기체의 압력·부피 보정 이해
h-mateng-u0m1s0	Ⅰ. 물질의 세 가지 상태 > 2. 액체 > 액체의 성질과 상변화	분자 간 힘과 액체의 성질 비교 | 상변화와 에너지 출입 이해 | 가열 곡선 해석
h-mateng-u0m1s1	Ⅰ. 물질의 세 가지 상태 > 2. 액체 > 증기 압력과 끓는점	증기 압력 개념 이해 | 증기 압력 곡선 해석 | 끓는점과 외부 압력의 관계 분석
h-mateng-u0m1s2	Ⅰ. 물질의 세 가지 상태 > 2. 액체 > 상평형 그림(상태도)	상평형 그림 해석 | 삼중점과 임계점 파악 | 물과 이산화 탄소 상태도 비교
h-mateng-u0m2s0	Ⅰ. 물질의 세 가지 상태 > 3. 고체 > 고체의 분류와 성질	결정성·비결정성 고체 구분 | 고체의 종류별 성질 비교
h-mateng-u0m2s1	Ⅰ. 물질의 세 가지 상태 > 3. 고체 > 결정 구조와 단위 세포	단위 세포 종류 구분 | 단위 세포 속 입자 수 계산 | 결정 밀도 계산
h-mateng-u1m0s0	Ⅱ. 용액의 성질 > 1. 물의 성질과 용해 > 용해 과정과 용해도	용해 과정과 에너지 이해 | 온도·압력과 용해도의 관계 분석 | 용해도 곡선 해석 | 헨리 법칙 계산
h-mateng-u1m0s1	Ⅱ. 용액의 성질 > 1. 물의 성질과 용해 > 용액의 농도	몰 농도 계산 | 몰랄 농도 계산 | 농도 단위 환산 | 용액 혼합·희석 계산
h-mateng-u1m1s0	Ⅱ. 용액의 성질 > 2. 용액의 끓는점과 어는점 > 증기 압력 내림	라울 법칙과 증기 압력 내림 계산 | 증기 압력 내림 자료 해석
h-mateng-u1m1s1	Ⅱ. 용액의 성질 > 2. 용액의 끓는점과 어는점 > 끓는점 오름과 어는점 내림	끓는점 오름 계산 | 어는점 내림 계산 | 몰랄 오름·내림 상수 활용 | 전해질 용액의 총괄성 분석
h-mateng-u1m2s0	Ⅱ. 용액의 성질 > 3. 삼투 현상 > 삼투압	삼투 현상과 삼투압 개념 이해 | 반트호프 삼투압 계산 | 삼투압을 이용한 분자량 결정 | 삼투 현상 자료 해석
h-mateng-u2m0s0	Ⅲ. 화학 변화의 자발성 > 1. 반응 엔탈피와 열화학 반응식 > 엔탈피와 반응열	발열·흡열 반응 구분 | 엔탈피 변화 부호 판단 | 에너지 도표 해석
h-mateng-u2m0s1	Ⅲ. 화학 변화의 자발성 > 1. 반응 엔탈피와 열화학 반응식 > 열화학 반응식과 열량 측정	열화학 반응식 작성 | 열량계 자료로 반응열 계산(Q=cmΔt) | 비열·열용량 계산
h-mateng-u2m1s0	Ⅲ. 화학 변화의 자발성 > 2. 헤스 법칙 > 헤스 법칙과 결합 에너지	헤스 법칙을 이용한 반응엔탈피 계산 | 생성 엔탈피를 이용한 반응엔탈피 계산 | 결합 에너지를 이용한 반응엔탈피 계산 | 에너지 순환 도표 해석
h-mateng-u2m2s0	Ⅲ. 화학 변화의 자발성 > 3. 화학 변화의 자발성 > 엔트로피	엔트로피 증가·감소 예측 | 계와 주위의 엔트로피 변화 분석
h-mateng-u2m2s1	Ⅲ. 화학 변화의 자발성 > 3. 화학 변화의 자발성 > 자유 에너지와 자발성	깁스 자유 에너지 계산 | 온도에 따른 반응 자발성 판단 | ΔH·ΔS 부호로 자발성 예측 | 자발성 자료 해석
h-mateng-u3m0s0	Ⅳ. 반응 속도 > 1. 반응 속도 > 반응 속도의 표현과 측정	평균 반응 속도 계산 | 순간 반응 속도 그래프 해석 | 농도-시간 그래프 분석
h-mateng-u3m0s1	Ⅳ. 반응 속도 > 1. 반응 속도 > 반응 속도식과 반응 차수	초기 속도법으로 반응 차수 결정 | 반응 속도식 작성 | 속도 상수 계산 | 반감기 계산
h-mateng-u3m1s0	Ⅳ. 반응 속도 > 2. 유효 충돌과 활성화 에너지 > 충돌 이론과 활성화 에너지	충돌 이론으로 반응 속도 설명 | 활성화 에너지와 에너지 분포 해석 | 정반응·역반응 활성화 에너지 비교
h-mateng-u3m2s0	Ⅳ. 반응 속도 > 3. 반응 속도에 영향을 주는 요인 > 농도·온도·촉매	농도와 반응 속도의 관계 분석 | 온도와 반응 속도의 관계 분석 | 촉매의 작용 이해 | 반응 속도 실험 자료 해석
