h-biogen-u0m0s0	유전자와 유전물질 > 유전자와 염색체 > 염색체와 유전자	염색체 구조와 구성 성분 이해 | 상동 염색체와 대립유전자 구분 | 핵형 분석 자료 해석 | 유전자·DNA·염색체 관계 정리
h-biogen-u0m0s1	유전자와 유전물질 > 유전자와 염색체 > 세포 분열과 감수분열	체세포 분열과 감수분열 비교 | 감수분열 단계별 염색체 행동 분석 | DNA 상대량 변화 그래프 해석 | 감수분열과 유전적 다양성 원리 | 생식세포 염색체 조합 수 계산 | 교차와 재조합 빈도 분석
h-biogen-u0m1s0	유전자와 유전물질 > 사람의 유전 > 상염색체·성염색체 유전	상염색체 유전과 성염색체 유전 구분 | 단일 인자 유전 표현형 비율 계산 | 복대립 유전 ABO식 혈액형 분석 | 반성유전 자녀 유전자형 예측 | 쌍둥이 연구 자료 해석
h-biogen-u0m1s1	유전자와 유전물질 > 사람의 유전 > 가계도 분석과 다인자 유전	가계도 유전 분석과 유전 방식 판별 | 가계도로 유전자형 확률 계산 | 다인자 유전 표현형 분포 해석 | 다인자 유전 형질 연속 변이 분석 | 환경과 유전의 상호작용 이해
h-biogen-u0m1s2	유전자와 유전물질 > 사람의 유전 > 사람의 유전병	염색체 이상 유전병 핵형 분석 | 유전자 이상 유전병 종류 구분 | 비분리 현상과 염색체 수 이상 분석 | 유전병 발현 확률 계산
h-biogen-u0m2s0	유전자와 유전물질 > 유전물질 > DNA 구조와 유전물질 증거	DNA 이중나선 구조 이해 | 샤가프 법칙 염기 비율 계산 | 그리피스·에이버리 형질전환 실험 해석 | 허시-체이스 실험 결과 분석 | DNA가 유전물질이라는 증거 종합
h-biogen-u0m2s1	유전자와 유전물질 > 유전물질 > 유전체 구성과 DNA 복제	원핵세포·진핵세포 유전체 구성 비교 | 반보존적 복제 원리 이해 | 메셀손-스탈 실험 밀도 자료 해석 | DNA 복제 효소 작용 순서 분석 | 선도·지연 가닥 합성 과정 구분
h-biogen-u1m0s0	유전자의 발현 > 유전자 발현 과정 > 전사와 유전 암호	중심 원리와 유전 정보 흐름 이해 | 전사 과정과 RNA 종류 구분 | 유전 암호 코돈 해독 | 주형 가닥·코돈·안티코돈 대응 분석 | 진핵생물 RNA 가공 과정 해석
h-biogen-u1m0s1	유전자의 발현 > 유전자 발현 과정 > 번역과 단백질 합성	리보솜과 tRNA 역할 이해 | 번역 개시·신장·종결 과정 분석 | 폴리펩타이드 아미노산 서열 결정 | 돌연변이 유형과 단백질 변화 분석 | 염기 서열로 아미노산 개수 계산
h-biogen-u1m1s0	유전자의 발현 > 유전자 발현 조절 > 원핵생물의 발현 조절	오페론 구조와 조절 원리 이해 | 젖당 오페론 발현 조건 분석 | 유전자 발현 조절 실험 해석 | 조절 단백질과 프로모터 상호작용 분석
h-biogen-u1m1s1	유전자의 발현 > 유전자 발현 조절 > 진핵생물의 발현 조절과 세포 분화	진핵생물 발현 조절 단계 구분 | 전사 조절 인자와 염색질 구조 이해 | 세포 분화와 선택적 유전자 발현 분석 | 발생 과정 유전자 발현 조절 해석 | 혹스 유전자 체제 형성 이해
h-biogen-u2m0s0	생명공학기술 > 생명공학기술의 원리 > 유전자 재조합과 클로닝	제한 효소와 DNA 연결 효소 작용 이해 | 재조합 DNA 제작 과정 분석 | 플라스미드 벡터 이용 원리 | 유전자 클로닝 단계 순서 해석
h-biogen-u2m0s1	생명공학기술 > 생명공학기술의 원리 > 핵심 도구와 분석 기술	중합효소 연쇄 반응 원리 이해 | PCR 산물 DNA 증폭량 계산 | 젤 전기영동 결과 해석 | DNA 지문 분석 응용 | 유전자 편집 기술 원리 분석
h-biogen-u2m1s0	생명공학기술 > 생명공학기술의 활용과 윤리 > 난치병 치료와 GMO	유전자 치료 원리와 사례 분석 | 줄기세포 치료 종류 구분 | 단일 클론 항체 생산 과정 이해 | 유전자 변형 생물체 개발 원리 분석 | 생명공학 활용 사례 자료 해석
h-biogen-u2m1s1	생명공학기술 > 생명공학기술의 활용과 윤리 > 생명윤리와 사회적 책임	생명공학기술의 윤리적 쟁점 이해 | GMO 안전성 논쟁 자료 분석 | 유전 정보 활용과 개인정보 보호 토의 | 생명윤리 원칙과 사회적 책임 적용
