m-sci3-2-u0m0s0	생식과 유전 > 세포 분열 > 세포 분열	염색체와 유전 물질 | 체세포 분열 과정과 관찰 | 감수 분열(생식세포 형성) | 체세포 분열과 감수 분열 비교
m-sci3-2-u0m1s0	생식과 유전 > 사람의 발생 > 사람의 발생	수정과 발생 과정 | 태아의 발생과 출산
m-sci3-2-u0m2s0	생식과 유전 > 멘델의 유전 원리 > 멘델의 유전 원리	유전 용어와 완두 교배 실험 | 한 쌍 대립형질의 유전(우열·분리) | 두 쌍 대립형질의 유전(독립) | 중간 유전
m-sci3-2-u0m3s0	생식과 유전 > 사람의 유전 > 사람의 유전	사람 유전 연구 방법(가계도·쌍둥이) | 상염색체 유전 형질 | ABO식 혈액형 유전 | 성염색체 유전(반성유전)
m-sci3-2-u1m0s0	에너지 전환과 보존 > 역학적 에너지 전환과 보존 > 역학적 에너지 전환과 보존	위치 에너지와 운동 에너지 | 역학적 에너지 보존(자유 낙하·진자) | 역학적 에너지 계산
m-sci3-2-u1m1s0	에너지 전환과 보존 > 전기 에너지의 발생과 전환 > 전기 에너지의 발생과 전환	전자기 유도와 발전기 | 전기 에너지의 전환 | 소비 전력과 전력량
m-sci3-2-u2m0s0	별과 우주 > 별까지의 거리 > 별까지의 거리	시차와 연주 시차 | 연주 시차로 별까지의 거리 계산
m-sci3-2-u2m1s0	별과 우주 > 별의 성질 > 별의 성질	별의 밝기와 등급 | 별의 색과 표면 온도
m-sci3-2-u2m2s0	별과 우주 > 은하와 우주 > 은하와 우주	우리은하의 구조 | 성단과 성운 | 우주 팽창(빅뱅 우주론) | 우주 탐사
m-sci3-2-u3m0s0	과학기술과 인류 문명 > 과학기술과 인류 문명 > 과학기술과 인류 문명	과학 원리를 이용한 기술과 문명 | 첨단 과학기술과 미래 사회
