h-int2-u0m0s0	변화와 다양성 > 지구 환경 변화와 생물다양성 > 화석과 지질시대	화석 | 지질시대
h-int2-u0m0s1	변화와 다양성 > 지구 환경 변화와 생물다양성 > 지구 환경 변화	지질시대의 환경 변화 | 지질시대의 생물 변화 | 대멸종과 생물다양성
h-int2-u0m0s2	변화와 다양성 > 지구 환경 변화와 생물다양성 > 변이와 자연선택	변이 | 변이와 자연선택 | 진화 | 자연선택설에 의한 진화
h-int2-u0m0s3	변화와 다양성 > 지구 환경 변화와 생물다양성 > 생물다양성	생물다양성 | 생물다양성 보전의 필요성 | 생물다양성 보전을 위한 노력
h-int2-u0m1s0	변화와 다양성 > 화학 변화 > 산화와 환원	산소의 이동과 산화, 환원반응 | 전자의 이동과 산화, 환원 반응 | 산화, 환원 반응의 예
h-int2-u0m1s1	변화와 다양성 > 화학 변화 > 산, 염기와 중화반응	산 | 염기 | 산과 염기 비교 | 지시약 | 중화 반응 | 중화 반응이 일어날때의 변화 | 중화반응의 이용
h-int2-u0m1s2	변화와 다양성 > 화학 변화 > 물질 변화와 에너지의 출입	에너지를 방출, 흡수하는 예 | 물질 변화에서 에너지의 출입 이용
h-int2-u1m0s0	환경과 에너지 > 생태계와 환경 변화 > 생물과 환경	생태계 | 생태계 구성 요소 | 생물과 환경의 상호 관계
h-int2-u1m0s1	환경과 에너지 > 생태계와 환경 변화 > 생태계 평형	먹이관계와 에너지 흐름 | 생태계평형 | 생태계평형을 깨뜨리는 환경변화
h-int2-u1m0s2	환경과 에너지 > 생태계와 환경 변화 > 지구 환경 변화와 인간 생활	지구열수지 | 지구온난화 | 대기 대순환과 해수의 표층순환 | 엘니뇨 | 사막화 | 미래의 지구 환경 변화와 대처 방안
h-int2-u1m1s0	환경과 에너지 > 에너지 전환과 활용 > 태양에너지의 생성과 전환	태양에너지의 생성 | 태양에너지의 흐름
h-int2-u1m1s1	환경과 에너지 > 에너지 전환과 활용 > 발전과 에너지원	전자기 유도와 유도 전류 | 자석과 원형 도선에서의 유도전류 | 발전기의 원리 | 발전소
h-int2-u1m1s2	환경과 에너지 > 에너지 전환과 활용 > 에너지 효율	여러가지 에너지 | 에너지 전환 | 에너지 효율
h-int2-u1m1s3	환경과 에너지 > 에너지 전환과 활용 > 신재생 에너지	신재생에너지 | 친환경 에너지 도시
h-int2-u2m0s0	과학과 미래 사회 > 과학과 미래 사회 > 과학 기술의 활용	감염병 진단 | 미래 사회 문제 해결에서 과학의 필요성 | 데이터 특정 | 빅데이터의 활용과 장단점
h-int2-u2m0s1	과학과 미래 사회 > 과학과 미래 사회 > 과학 기술의 발전과 쟁점	지능정보화 시대 | 과학기술의 유용성과 한계 | 과학 관련 사회적 쟁점과 과학 윤리
