h-scihist-u0m0s0	과학과 문명의 탄생과 통합 > 문명의 탄생과 과학 > 고대 문명과 자연 이해	고대 문명 과학 지식 사례 분석 | 천문 관측과 역법 발달 해석 | 문명별 자연관 비교 | 과학과 신화·종교 관계 논술
h-scihist-u0m0s1	과학과 문명의 탄생과 통합 > 문명의 탄생과 과학 > 동서양 과학 전통	동아시아 과학 전통 사례 분석 | 이슬람 과학의 역할 평가 | 그리스 자연철학 특징 비교 | 동서양 과학 교류 자료 해석
h-scihist-u0m1s0	과학과 문명의 탄생과 통합 > 근대 과학의 형성 > 과학혁명	과학 혁명 사례 분석 | 천동설·지동설 전환 자료 해석 | 근대 과학 방법론 특징 평가 | 과학혁명의 사회·문화적 배경 논술
h-scihist-u0m1s1	과학과 문명의 탄생과 통합 > 근대 과학의 형성 > 과학과 사회의 상호작용	과학과 종교의 갈등 사례 평가 | 과학 지식의 확산 방식 분석 | 근대 과학과 예술 융합 사례 분석
h-scihist-u1m0s0	변화하는 과학과 세계 > 산업혁명과 과학기술 > 산업혁명과 에너지	산업혁명의 과학기술 요인 분석 | 증기기관·전기 발달 자료 해석 | 에너지 이용 변화 사회 영향 평가
h-scihist-u1m0s1	변화하는 과학과 세계 > 산업혁명과 과학기술 > 과학기술과 산업	과학기술과 산업 발전 관계 분석 | 대량생산 체제 영향 논술 | 통신·교통 기술 발달 사례 분석
h-scihist-u1m1s0	변화하는 과학과 세계 > 현대 과학과 세계관의 변화 > 현대 물리학과 세계관	상대성이론·양자역학 세계관 변화 해석 | 현대 과학 발견 사례 분석 | 과학과 철학의 관계 논술
h-scihist-u1m1s1	변화하는 과학과 세계 > 현대 과학과 세계관의 변화 > 과학기술과 문화	과학기술과 대중문화 상호작용 분석 | 과학과 예술·매체 융합 사례 분석 | 과학 대중화 현상 평가
h-scihist-u2m0s0	과학과 인류의 미래 > 과학기술과 현대 사회 > 과학기술의 사회적 역할	과학기술의 사회적 쟁점 분석 | 과학기술과 윤리 문제 평가 | 과학 커뮤니케이션 사례 분석 | 시민 참여 과학 논술
h-scihist-u2m0s1	과학과 인류의 미래 > 과학기술과 현대 사회 > 과학기술과 위험	과학기술 위험 사례 분석 | 과학기술과 환경 문제 평가 | 과학기술 규제·정책 논술
h-scihist-u2m1s0	과학과 인류의 미래 > 미래 사회와 과학 > 첨단 과학기술과 미래	인공지능·생명공학 영향 예측 | 첨단 기술 미래 변화 시나리오 작성 | 과학기술과 일자리 변화 평가
h-scihist-u2m1s1	과학과 인류의 미래 > 미래 사회와 과학 > 지속가능한 미래와 과학의 역할	지속가능발전과 과학 역할 논술 | 미래 과학기술 윤리 쟁점 평가 | 과학과 인류 미래 방향 제안
