h-phy-u0m0s0	힘과 에너지 > 힘과 평형 > 힘의 합성과 평형	여러 힘의 합력 계산 | 힘의 평형 조건 적용 | 돌림힘(토크) 계산 | 구조물의 안정성 판단 | 무게중심 위치 분석
h-phy-u0m1s0	힘과 에너지 > 뉴턴 운동 법칙과 운동량 > 등가속도 운동	등가속도 직선 운동 공식 적용 | 속도-시간 그래프 해석 | 자유 낙하와 연직 운동 계산 | 위치-시간 그래프 분석
h-phy-u0m1s1	힘과 에너지 > 뉴턴 운동 법칙과 운동량 > 뉴턴 운동 법칙	뉴턴 운동 법칙 적용 계산 | 알짜힘과 가속도 관계 분석 | 작용 반작용 구분 | 연결된 물체의 운동 분석 | 마찰이 있는 면에서의 운동 계산
h-phy-u0m1s2	힘과 에너지 > 뉴턴 운동 법칙과 운동량 > 운동량과 충격량	운동량 보존 법칙 적용 | 충격량과 운동량 변화 계산 | 충돌 전후 속도 계산 | 충격량-시간 그래프 해석
h-phy-u0m2s0	힘과 에너지 > 에너지와 열 > 일과 역학적 에너지	일과 에너지 정리 적용 | 역학적 에너지 보존 그래프 해석 | 위치·운동 에너지 전환 계산 | 마찰에 의한 에너지 손실 분석 | 탄성 퍼텐셜 에너지 계산
h-phy-u0m2s1	힘과 에너지 > 에너지와 열 > 열과 열역학	열량과 비열 계산 | 열역학 제1법칙 적용 | 열기관의 열효율 계산 | 에너지 전환과 보존 분석
h-phy-u1m0s0	전기와 자기 > 전기장과 전위 > 전하와 전기장	쿨롱 법칙 적용 계산 | 전기장 세기와 방향 분석 | 전기력선 해석 | 대전 현상 원리 설명
h-phy-u1m0s1	전기와 자기 > 전기장과 전위 > 전위와 축전기	전위와 전위차 계산 | 축전기의 전기 용량 계산 | 축전기에 저장된 에너지 계산 | 유전체의 영향 분석
h-phy-u1m1s0	전기와 자기 > 전류의 자기 작용과 전자기 유도 > 전류와 자기장	직선·원형 도선의 자기장 계산 | 솔레노이드 자기장 분석 | 자기력(로런츠 힘) 계산 | 전동기 작동 원리 설명
h-phy-u1m1s1	전기와 자기 > 전류의 자기 작용과 전자기 유도 > 전자기 유도	패러데이 법칙 적용 계산 | 렌츠 법칙으로 유도 전류 방향 판단 | 자기 선속 변화 그래프 해석 | 발전기 원리 분석 | 상호유도와 변압기 계산
h-phy-u1m2s0	전기와 자기 > 전기 에너지의 활용과 정보 통신 > 전기 에너지와 전자기파 통신	교류와 직류 구분 | 전력 수송 과정 분석 | 전자기파를 이용한 정보 통신 원리 설명 | 안테나와 신호 송수신 분석
h-phy-u2m0s0	빛과 물질 > 빛의 성질 > 파동과 빛	파동의 요소와 속력 계산 | 파동의 중첩과 간섭 분석 | 도플러 효과 계산 | 전자기파 스펙트럼 구분 | 빛의 굴절과 전반사 분석
h-phy-u2m1s0	빛과 물질 > 빛과 물질의 이중성 > 빛의 입자성과 물질의 파동성	광전 효과 실험 해석 | 광자 에너지 계산 | 물질파 파장(드브로이) 계산 | 빛과 물질의 이중성 개념 확인 | 전자 회절 실험 분석
h-phy-u2m2s0	빛과 물질 > 원자와 반도체 > 원자 구조와 에너지 준위	보어 원자 모형 설명 | 에너지 준위와 스펙트럼 분석 | 선 스펙트럼 파장 계산
h-phy-u2m2s1	빛과 물질 > 원자와 반도체 > 반도체와 소자	에너지띠 구조 분석 | 고유·불순물 반도체 구분 | p-n 접합 다이오드 원리 설명 | 트랜지스터 작동 원리 분석 | 반도체 소자의 활용 사례 분석
