h-int1-u0m0s0	과학의 기초 > 과학의 기초 > 시간과 공간	자연세계의 규모 | 시간과 길이의 측정
h-int1-u0m0s1	과학의 기초 > 과학의 기초 > 기본량과 단위	기본량과 단위 | 유도량과 유도단위
h-int1-u0m0s2	과학의 기초 > 과학의 기초 > 측정표준	측정과 어림 | 측정표준
h-int1-u0m0s3	과학의 기초 > 과학의 기초 > 신호와 정보	신호와 정보 | 디지털 정보의 활용
h-int1-u1m0s0	물질과 규칙성 > 자연의 구성 원소 > 우주의 시작과 원소의 생성	스펙트럼 | 빅뱅우주론 | 우주 초기 원소의 생성 | 우주배경복사
h-int1-u1m0s1	물질과 규칙성 > 자연의 구성 원소 > 별의 탄생과 진화	별의 탄생 | 별의 진화
h-int1-u1m0s2	물질과 규칙성 > 자연의 구성 원소 > 태양계와 지구의 형성	태양계 형성 | 지구의 형성
h-int1-u1m1s0	물질과 규칙성 > 물질의 규칙성과 성질 > 원소의 주기성	원소 | 주기율표 | 알칼리 금속과 할로젠 | 원소의 전자배치
h-int1-u1m1s1	물질과 규칙성 > 물질의 규칙성과 성질 > 화학 결합과 물질의 성질	화학 결합의 원리와 종류 | 이온 결합 물질의 성질 | 공유 결합 물질의 성질 | 이온결합과 공유결합 비교
h-int1-u1m1s2	물질과 규칙성 > 물질의 규칙성과 성질 > 지각과 생명체 구성 물질의 규칙성	지각과 생명체를 구성하는 물질 | 규산염 광물 | 단백질 | 핵산
h-int1-u1m1s3	물질과 규칙성 > 물질의 규칙성과 성질 > 물질의 전기적 성질	원자의 전기적 성질에 따른 물질의 구분 | 반도체 | 반도체 활용
h-int1-u2m0s0	시스템과 상호작용 > 지구 시스템 > 지구 시스템의 구성	지권의 특징 | 기권의 특징 | 수권의 특징 | 지구시스템 구성 요소의 특징
h-int1-u2m0s1	시스템과 상호작용 > 지구 시스템 > 지구 시스템 구성 요소의 상호작용	지구시스템 구성 요소의 상호작용 | 지구시스템의 에너지원 | 물의 순환 | 탄소의 순환
h-int1-u2m0s2	시스템과 상호작용 > 지구 시스템 > 지권의 변화와 영향	변동대 | 판 구조론과 판의 경계 | 판 경계 부근에서 지각변동 | 지각변동에 의한 피해와 대책, 이용
h-int1-u2m1s0	시스템과 상호작용 > 역학 시스템 > 중력과 역학시스템	중력에 의한 운동 상태의 변화 | 중력과 역학 시스템
h-int1-u2m1s1	시스템과 상호작용 > 역학 시스템 > 중력을 받는 물체의 운동	자유 낙하 운동 | 수평 방향으로 던진 물체의 운동 | 지구 주위를 도는 물체의 운동 | 속력과 속도
h-int1-u2m1s2	시스템과 상호작용 > 역학 시스템 > 운동과 충돌	관성 | 운동량 | 운동량과 충격량 | 평균 힘과 충돌 시간 | 충돌과 안전장치
h-int1-u2m2s0	시스템과 상호작용 > 생명 시스템 > 생명 시스템과 세포	생명 시스템 | 세포의 구조와 기능 | 세포막의 구조 | 세포막을 통한 물질 이동
h-int1-u2m2s1	시스템과 상호작용 > 생명 시스템 > 물질대사와 효소	물질대사 | 생명활동에 관여하는 효소 | 효소의 기능 | 효소의 특성 | 효소의 활용
h-int1-u2m2s2	시스템과 상호작용 > 생명 시스템 > 생명 시스템에서 정보의 흐름	유전자와 단백질 | 유전형질이 나타나는 과정 | 생명중심원리 | 유전정보의 저장과 유전 부호 | 유전정보의 전달과 단백질 합성 | 유전자 이상과 유전질환
